group,candidate,species,reactions,fuel_observable,count,success,E_full_group,E_success_subset
Kimi 专家 Team,candidate_3,70,507,ch3cho/laminar_flame_speed,15,15,1.354740102530828,1.354740102530828
Kimi 专家 Team,candidate_3,70,507,ch3oh/ignition_delay,8,8,14.593327371910236,14.593327371910236
Kimi 专家 Team,candidate_3,70,507,ch3oh/laminar_flame_speed,12,12,3.796652592421578,3.796652592421578
Kimi 专家 Team,candidate_3,70,507,ch4/ignition_delay,35,35,3.4205652536011133,3.4205652536011133
Kimi 专家 Team,candidate_3,70,507,ch4/laminar_flame_speed,13,13,1.8106528975371339,1.8106528975371339
Kimi 专家 Team,candidate_3,70,507,h2/laminar_flame_speed,21,21,3.718228457969275,3.718228457969275
Kimi 专家 Team,candidate_3,70,507,h2plusco/laminar_flame_speed,12,12,2.483928360318443,2.483928360318443
Kimi 专家 Team,candidate_3,70,507,ic4h10/laminar_flame_speed,4,4,2.426679343547564,2.426679343547564
Kimi 专家 Team,candidate_3,70,507,ic4h8/ignition_delay,28,28,4.965018202684109,4.965018202684109
Kimi 专家 Team,candidate_3,70,507,ic4h8/laminar_flame_speed,18,18,2.9591585508550913,2.9591585508550913
Kimi 专家 Team,candidate_3,70,507,pc3h4/ignition_delay,26,26,3.5438550629041123,3.5438550629041123
GPT 普通 Team,candidate_1,54,392,ac3h4/ignition_delay,20,20,4.548735803577913,4.548735803577913
GPT 普通 Team,candidate_1,54,392,c2h2/ignition_delay,9,9,8.483305814816706,8.483305814816706
GPT 普通 Team,candidate_1,54,392,c2h2/laminar_flame_speed,12,12,2.418550476696652,2.418550476696652
GPT 普通 Team,candidate_1,54,392,c2h4/ignition_delay,38,38,1.7002847087116322,1.7002847087116322
GPT 普通 Team,candidate_1,54,392,c2h4/laminar_flame_speed,33,33,1.7562183390089545,1.7562183390089545
GPT 普通 Team,candidate_1,54,392,c2h6/ignition_delay,42,42,4.11596803889012,4.11596803889012
GPT 普通 Team,candidate_1,54,392,c2h6/laminar_flame_speed,55,55,1.805996842804738,1.805996842804738
GPT 普通 Team,candidate_1,54,392,c3h6/ignition_delay,25,25,2.9483875906765094,2.9483875906765094
GPT 普通 Team,candidate_1,54,392,c3h6/laminar_flame_speed,28,28,2.456869712220785,2.456869712220785
GPT 普通 Team,candidate_1,54,392,c3h8/ignition_delay,46,46,1.2749384733749487,1.2749384733749487
GPT 普通 Team,candidate_1,54,392,c3h8/laminar_flame_speed,21,21,2.136234658503441,2.136234658503441
GPT 普通 Team,candidate_1,54,392,c4h10/ignition_delay,4,4,6.504221555476768,6.504221555476768
GPT 普通 Team,candidate_1,54,392,c4h10/laminar_flame_speed,9,9,7.134598660322045,7.134598660322045
GPT 普通 Team,candidate_1,54,392,c4h6/ignition_delay,24,24,8.092383693720217,8.092383693720217
GPT 普通 Team,candidate_1,54,392,c4h6/laminar_flame_speed,21,21,4.2573999780271405,4.2573999780271405
GPT 普通 Team,candidate_1,54,392,c4h81/ignition_delay,15,15,3.8778428347730296,3.8778428347730296
GPT 普通 Team,candidate_1,54,392,c4h81/laminar_flame_speed,9,9,2.368766152488588,2.368766152488588
GPT 普通 Team,candidate_1,54,392,c4h82/laminar_flame_speed,7,0,,
GPT 普通 Team,candidate_1,54,392,ch3cho/laminar_flame_speed,15,15,1.591943774976854,1.591943774976854
GPT 普通 Team,candidate_1,54,392,ch3oh/ignition_delay,8,8,14.547216295421602,14.547216295421602
GPT 普通 Team,candidate_1,54,392,ch3oh/laminar_flame_speed,12,12,3.766286618706426,3.766286618706426
GPT 普通 Team,candidate_1,54,392,ch4/ignition_delay,35,35,3.40948542550397,3.40948542550397
GPT 普通 Team,candidate_1,54,392,ch4/laminar_flame_speed,13,13,1.7189851163262253,1.7189851163262253
GPT 普通 Team,candidate_1,54,392,h2/laminar_flame_speed,21,21,3.56054880842125,3.56054880842125
GPT 普通 Team,candidate_1,54,392,h2plusco/laminar_flame_speed,12,12,2.0378155205139987,2.0378155205139987
GPT 普通 Team,candidate_1,54,392,ic4h10/laminar_flame_speed,4,0,,
GPT 普通 Team,candidate_1,54,392,ic4h8/ignition_delay,28,0,,
GPT 普通 Team,candidate_1,54,392,ic4h8/laminar_flame_speed,18,0,,
GPT 普通 Team,candidate_1,54,392,pc3h4/ignition_delay,26,26,3.515020890615181,3.515020890615181
GPT 普通 Team,candidate_2,56,402,ac3h4/ignition_delay,20,20,4.542206929769297,4.542206929769297
GPT 普通 Team,candidate_2,56,402,c2h2/ignition_delay,9,9,8.501308991847406,8.501308991847406
GPT 普通 Team,candidate_2,56,402,c2h2/laminar_flame_speed,12,12,2.8115399265499104,2.8115399265499104
GPT 普通 Team,candidate_2,56,402,c2h4/ignition_delay,38,38,1.6891011475459408,1.6891011475459408
GPT 普通 Team,candidate_2,56,402,c2h4/laminar_flame_speed,33,33,1.8059336304021167,1.8059336304021167
GPT 普通 Team,candidate_2,56,402,c2h6/ignition_delay,42,42,4.118246869091917,4.118246869091917
GPT 普通 Team,candidate_2,56,402,c2h6/laminar_flame_speed,55,55,1.821280027567182,1.821280027567182
GPT 普通 Team,candidate_2,56,402,c3h6/ignition_delay,25,25,2.9566338584919474,2.9566338584919474
GPT 普通 Team,candidate_2,56,402,c3h6/laminar_flame_speed,28,28,2.6386337486208205,2.6386337486208205
GPT 普通 Team,candidate_2,56,402,c3h8/ignition_delay,46,46,1.2742027476160802,1.2742027476160802
GPT 普通 Team,candidate_2,56,402,c3h8/laminar_flame_speed,21,21,2.2103500741817377,2.2103500741817377
GPT 普通 Team,candidate_2,56,402,c4h10/ignition_delay,4,4,6.504221555476768,6.504221555476768
GPT 普通 Team,candidate_2,56,402,c4h10/laminar_flame_speed,9,9,6.935485781042984,6.935485781042984
GPT 普通 Team,candidate_2,56,402,c4h6/ignition_delay,24,24,8.105303372733777,8.105303372733777
GPT 普通 Team,candidate_2,56,402,c4h6/laminar_flame_speed,21,21,4.193608357087206,4.193608357087206
GPT 普通 Team,candidate_2,56,402,c4h81/ignition_delay,15,15,3.8768620713290862,3.8768620713290862
GPT 普通 Team,candidate_2,56,402,c4h81/laminar_flame_speed,9,9,2.541821423595928,2.541821423595928
GPT 普通 Team,candidate_2,56,402,c4h82/laminar_flame_speed,7,0,,
GPT 普通 Team,candidate_2,56,402,ch3cho/laminar_flame_speed,15,15,1.4785367809937375,1.4785367809937375
GPT 普通 Team,candidate_2,56,402,ch3oh/ignition_delay,8,8,14.626215487778563,14.626215487778563
GPT 普通 Team,candidate_2,56,402,ch3oh/laminar_flame_speed,12,12,3.7545027155610438,3.7545027155610438
GPT 普通 Team,candidate_2,56,402,ch4/ignition_delay,35,35,3.4092692945771255,3.4092692945771255
GPT 普通 Team,candidate_2,56,402,ch4/laminar_flame_speed,13,13,1.7753002753388825,1.7753002753388825
GPT 普通 Team,candidate_2,56,402,h2/laminar_flame_speed,21,21,3.560548838869819,3.560548838869819
GPT 普通 Team,candidate_2,56,402,h2plusco/laminar_flame_speed,12,12,2.0378153736556954,2.0378153736556954
GPT 普通 Team,candidate_2,56,402,ic4h10/laminar_flame_speed,4,0,,
GPT 普通 Team,candidate_2,56,402,ic4h8/ignition_delay,28,0,,
GPT 普通 Team,candidate_2,56,402,ic4h8/laminar_flame_speed,18,0,,
GPT 普通 Team,candidate_2,56,402,pc3h4/ignition_delay,26,26,3.5091240601310725,3.5091240601310725
GPT 普通 Team,candidate_3,69,461,ac3h4/ignition_delay,20,20,4.491134012675754,4.491134012675754
GPT 普通 Team,candidate_3,69,461,c2h2/ignition_delay,9,9,8.513369004135026,8.513369004135026
GPT 普通 Team,candidate_3,69,461,c2h2/laminar_flame_speed,12,12,2.862653740923514,2.862653740923514
GPT 普通 Team,candidate_3,69,461,c2h4/ignition_delay,38,38,1.6773483590722578,1.6773483590722578
GPT 普通 Team,candidate_3,69,461,c2h4/laminar_flame_speed,33,33,1.8103056504749981,1.8103056504749981
GPT 普通 Team,candidate_3,69,461,c2h6/ignition_delay,42,42,4.1266071511594005,4.1266071511594005
GPT 普通 Team,candidate_3,69,461,c2h6/laminar_flame_speed,55,55,1.8171175958081995,1.8171175958081995
GPT 普通 Team,candidate_3,69,461,c3h6/ignition_delay,25,25,3.0192863874065528,3.0192863874065528
GPT 普通 Team,candidate_3,69,461,c3h6/laminar_flame_speed,28,28,2.5854157791855807,2.5854157791855807
GPT 普通 Team,candidate_3,69,461,c3h8/ignition_delay,46,46,1.2662082496314149,1.2662082496314149
GPT 普通 Team,candidate_3,69,461,c3h8/laminar_flame_speed,21,21,2.1872317064865396,2.1872317064865396
GPT 普通 Team,candidate_3,69,461,c4h10/ignition_delay,4,4,6.504221555476768,6.504221555476768
GPT 普通 Team,candidate_3,69,461,c4h10/laminar_flame_speed,9,9,6.935128180621815,6.935128180621815
GPT 普通 Team,candidate_3,69,461,c4h6/ignition_delay,24,24,2.685137778581918,2.685137778581918
GPT 普通 Team,candidate_3,69,461,c4h6/laminar_flame_speed,21,21,1.7246121456783292,1.7246121456783292
GPT 普通 Team,candidate_3,69,461,c4h81/ignition_delay,15,15,2.642495717557797,2.642495717557797
GPT 普通 Team,candidate_3,69,461,c4h81/laminar_flame_speed,9,9,1.6477679592596524,1.6477679592596524
GPT 普通 Team,candidate_3,69,461,c4h82/laminar_flame_speed,7,0,,
GPT 普通 Team,candidate_3,69,461,ch3cho/laminar_flame_speed,15,15,1.4423434919539169,1.4423434919539169
GPT 普通 Team,candidate_3,69,461,ch3oh/ignition_delay,8,8,14.691574487462544,14.691574487462544
GPT 普通 Team,candidate_3,69,461,ch3oh/laminar_flame_speed,12,12,3.7593830692075803,3.7593830692075803
GPT 普通 Team,candidate_3,69,461,ch4/ignition_delay,35,35,3.4091736613973014,3.4091736613973014
GPT 普通 Team,candidate_3,69,461,ch4/laminar_flame_speed,13,13,1.7844412306271022,1.7844412306271022
GPT 普通 Team,candidate_3,69,461,h2/laminar_flame_speed,21,21,3.559315348129805,3.559315348129805
GPT 普通 Team,candidate_3,69,461,h2plusco/laminar_flame_speed,12,12,2.0456458255162984,2.0456458255162984
GPT 普通 Team,candidate_3,69,461,ic4h10/laminar_flame_speed,4,0,,
GPT 普通 Team,candidate_3,69,461,ic4h8/ignition_delay,28,0,,
GPT 普通 Team,candidate_3,69,461,ic4h8/laminar_flame_speed,18,0,,
GPT 普通 Team,candidate_3,69,461,pc3h4/ignition_delay,26,26,3.470464189476016,3.470464189476016
DeepSeek 普通 Team,candidate_1,93,714,ac3h4/ignition_delay,20,20,2.459534543201704,2.459534543201704
DeepSeek 普通 Team,candidate_1,93,714,c2h2/ignition_delay,9,9,9.705570847491268,9.705570847491268
DeepSeek 普通 Team,candidate_1,93,714,c2h2/laminar_flame_speed,12,12,2.546670604737541,2.546670604737541
DeepSeek 普通 Team,candidate_1,93,714,c2h4/ignition_delay,38,38,1.6651145211910514,1.6651145211910514
DeepSeek 普通 Team,candidate_1,93,714,c2h4/laminar_flame_speed,33,33,1.7827784212575692,1.7827784212575692
DeepSeek 普通 Team,candidate_1,93,714,c2h6/ignition_delay,42,42,4.075577513283996,4.075577513283996
DeepSeek 普通 Team,candidate_1,93,714,c2h6/laminar_flame_speed,55,55,1.7854935107922345,1.7854935107922345
DeepSeek 普通 Team,candidate_1,93,714,c3h6/ignition_delay,25,25,3.08770253568645,3.08770253568645
DeepSeek 普通 Team,candidate_1,93,714,c3h6/laminar_flame_speed,28,28,2.453419161503302,2.453419161503302
DeepSeek 普通 Team,candidate_1,93,714,c3h8/ignition_delay,46,46,1.2513272509116462,1.2513272509116462
DeepSeek 普通 Team,candidate_1,93,714,c3h8/laminar_flame_speed,21,21,2.2317359696585344,2.2317359696585344
DeepSeek 普通 Team,candidate_1,93,714,c4h10/ignition_delay,4,4,2.242421138498306,2.242421138498306
DeepSeek 普通 Team,candidate_1,93,714,c4h10/laminar_flame_speed,9,9,0.8130574970117216,0.8130574970117216
DeepSeek 普通 Team,candidate_1,93,714,c4h6/ignition_delay,24,24,1.3298369299426807,1.3298369299426807
DeepSeek 普通 Team,candidate_1,93,714,c4h6/laminar_flame_speed,21,21,1.1934104520280429,1.1934104520280429
DeepSeek 普通 Team,candidate_1,93,714,c4h81/ignition_delay,15,15,2.6261205858296583,2.6261205858296583
DeepSeek 普通 Team,candidate_1,93,714,c4h81/laminar_flame_speed,9,9,1.6596103457073774,1.6596103457073774
DeepSeek 普通 Team,candidate_1,93,714,c4h82/laminar_flame_speed,7,7,4.005163157300606,4.005163157300606
DeepSeek 普通 Team,candidate_1,93,714,ch3cho/laminar_flame_speed,15,15,1.5393459627125645,1.5393459627125645
DeepSeek 普通 Team,candidate_1,93,714,ch3oh/ignition_delay,8,8,14.53394769611078,14.53394769611078
DeepSeek 普通 Team,candidate_1,93,714,ch3oh/laminar_flame_speed,12,12,3.7711679306854786,3.7711679306854786
DeepSeek 普通 Team,candidate_1,93,714,ch4/ignition_delay,35,35,3.41054634983465,3.41054634983465
DeepSeek 普通 Team,candidate_1,93,714,ch4/laminar_flame_speed,13,13,1.7332397367534815,1.7332397367534815
DeepSeek 普通 Team,candidate_1,93,714,h2/laminar_flame_speed,21,21,3.5591607158665357,3.5591607158665357
DeepSeek 普通 Team,candidate_1,93,714,h2plusco/laminar_flame_speed,12,12,2.0452647588256156,2.0452647588256156
DeepSeek 普通 Team,candidate_1,93,714,ic4h10/laminar_flame_speed,4,4,2.195436149289378,2.195436149289378
DeepSeek 普通 Team,candidate_1,93,714,ic4h8/ignition_delay,28,28,4.712115953048546,4.712115953048546
DeepSeek 普通 Team,candidate_1,93,714,ic4h8/laminar_flame_speed,18,18,2.5536564452665034,2.5536564452665034
DeepSeek 普通 Team,candidate_1,93,714,pc3h4/ignition_delay,26,26,1.6591718343991881,1.6591718343991881
DeepSeek 普通 Team,candidate_2,69,522,ac3h4/ignition_delay,20,20,2.3176657004861463,2.3176657004861463
DeepSeek 普通 Team,candidate_2,69,522,c2h2/ignition_delay,9,3,,27.264043715207325
DeepSeek 普通 Team,candidate_2,69,522,c2h2/laminar_flame_speed,12,12,2.3217896793323223,2.3217896793323223
DeepSeek 普通 Team,candidate_2,69,522,c2h4/ignition_delay,38,38,2.5596707762326685,2.5596707762326685
DeepSeek 普通 Team,candidate_2,69,522,c2h4/laminar_flame_speed,33,33,1.666024598884865,1.666024598884865
DeepSeek 普通 Team,candidate_2,69,522,c2h6/ignition_delay,42,42,4.193153215619996,4.193153215619996
DeepSeek 普通 Team,candidate_2,69,522,c2h6/laminar_flame_speed,55,55,1.8132193348189094,1.8132193348189094
DeepSeek 普通 Team,candidate_2,69,522,c3h6/ignition_delay,25,25,2.9764576934280065,2.9764576934280065
DeepSeek 普通 Team,candidate_2,69,522,c3h6/laminar_flame_speed,28,28,4.205008784122609,4.205008784122609
DeepSeek 普通 Team,candidate_2,69,522,c3h8/ignition_delay,46,46,1.2989416127225413,1.2989416127225413
DeepSeek 普通 Team,candidate_2,69,522,c3h8/laminar_flame_speed,21,21,2.6896636520324186,2.6896636520324186
DeepSeek 普通 Team,candidate_2,69,522,c4h10/ignition_delay,4,4,2.2042319557423444,2.2042319557423444
DeepSeek 普通 Team,candidate_2,69,522,c4h10/laminar_flame_speed,9,9,0.8341221211033012,0.8341221211033012
DeepSeek 普通 Team,candidate_2,69,522,c4h6/ignition_delay,24,22,,4.977005877767959
DeepSeek 普通 Team,candidate_2,69,522,c4h6/laminar_flame_speed,21,21,4.800066405254047,4.800066405254047
DeepSeek 普通 Team,candidate_2,69,522,c4h81/ignition_delay,15,15,2.487809106076204,2.487809106076204
DeepSeek 普通 Team,candidate_2,69,522,c4h81/laminar_flame_speed,9,9,1.729720278471617,1.729720278471617
DeepSeek 普通 Team,candidate_2,69,522,c4h82/laminar_flame_speed,7,7,6.906684055454529,6.906684055454529
DeepSeek 普通 Team,candidate_2,69,522,ch3cho/laminar_flame_speed,15,15,1.6205769668427907,1.6205769668427907
DeepSeek 普通 Team,candidate_2,69,522,ch3oh/ignition_delay,8,8,14.342557699982441,14.342557699982441
DeepSeek 普通 Team,candidate_2,69,522,ch3oh/laminar_flame_speed,12,12,3.7714913455665227,3.7714913455665227
DeepSeek 普通 Team,candidate_2,69,522,ch4/ignition_delay,35,35,3.411968070377425,3.411968070377425
DeepSeek 普通 Team,candidate_2,69,522,ch4/laminar_flame_speed,13,13,1.6822966884942459,1.6822966884942459
DeepSeek 普通 Team,candidate_2,69,522,h2/laminar_flame_speed,21,21,3.5593153178092214,3.5593153178092214
DeepSeek 普通 Team,candidate_2,69,522,h2plusco/laminar_flame_speed,12,12,2.045645972113361,2.045645972113361
DeepSeek 普通 Team,candidate_2,69,522,ic4h10/laminar_flame_speed,4,4,2.5550177501355327,2.5550177501355327
DeepSeek 普通 Team,candidate_2,69,522,ic4h8/ignition_delay,28,17,,16.282828285167028
DeepSeek 普通 Team,candidate_2,69,522,ic4h8/laminar_flame_speed,18,18,1.0091669066150393,1.0091669066150393
DeepSeek 普通 Team,candidate_2,69,522,pc3h4/ignition_delay,26,26,1.5257407714212818,1.5257407714212818
DeepSeek 普通 Team,candidate_3,63,461,ac3h4/ignition_delay,20,20,2.3696710376953183,2.3696710376953183
DeepSeek 普通 Team,candidate_3,63,461,c2h2/ignition_delay,9,3,,22.603461922359518
DeepSeek 普通 Team,candidate_3,63,461,c2h2/laminar_flame_speed,12,12,2.3227104810520527,2.3227104810520527
DeepSeek 普通 Team,candidate_3,63,461,c2h4/ignition_delay,38,37,,1.978657742858622
DeepSeek 普通 Team,candidate_3,63,461,c2h4/laminar_flame_speed,33,33,1.66391463366278,1.66391463366278
DeepSeek 普通 Team,candidate_3,63,461,c2h6/ignition_delay,42,42,4.190517653700984,4.190517653700984
DeepSeek 普通 Team,candidate_3,63,461,c2h6/laminar_flame_speed,55,55,1.8043062905026088,1.8043062905026088
DeepSeek 普通 Team,candidate_3,63,461,c3h6/ignition_delay,25,25,3.027103220758645,3.027103220758645
DeepSeek 普通 Team,candidate_3,63,461,c3h6/laminar_flame_speed,28,28,4.2063689829786775,4.2063689829786775
DeepSeek 普通 Team,candidate_3,63,461,c3h8/ignition_delay,46,46,1.3016027934420424,1.3016027934420424
DeepSeek 普通 Team,candidate_3,63,461,c3h8/laminar_flame_speed,21,21,2.7068080646616863,2.7068080646616863
DeepSeek 普通 Team,candidate_3,63,461,c4h10/ignition_delay,4,4,1.425882390094404,1.425882390094404
DeepSeek 普通 Team,candidate_3,63,461,c4h10/laminar_flame_speed,9,9,2.0998016638988357,2.0998016638988357
DeepSeek 普通 Team,candidate_3,63,461,c4h6/ignition_delay,24,0,,
DeepSeek 普通 Team,candidate_3,63,461,c4h6/laminar_flame_speed,21,0,,
DeepSeek 普通 Team,candidate_3,63,461,c4h81/ignition_delay,15,15,1.354886520313475,1.354886520313475
DeepSeek 普通 Team,candidate_3,63,461,c4h81/laminar_flame_speed,9,9,1.847944943311399,1.847944943311399
DeepSeek 普通 Team,candidate_3,63,461,c4h82/laminar_flame_speed,7,7,4.964150748560433,4.964150748560433
DeepSeek 普通 Team,candidate_3,63,461,ch3cho/laminar_flame_speed,15,15,1.6228973547820151,1.6228973547820151
DeepSeek 普通 Team,candidate_3,63,461,ch3oh/ignition_delay,8,8,14.340293138396401,14.340293138396401
DeepSeek 普通 Team,candidate_3,63,461,ch3oh/laminar_flame_speed,12,12,3.771270935239516,3.771270935239516
DeepSeek 普通 Team,candidate_3,63,461,ch4/ignition_delay,35,35,3.4117834497041364,3.4117834497041364
DeepSeek 普通 Team,candidate_3,63,461,ch4/laminar_flame_speed,13,13,1.682942312001506,1.682942312001506
DeepSeek 普通 Team,candidate_3,63,461,h2/laminar_flame_speed,21,21,3.5591872878866737,3.5591872878866737
DeepSeek 普通 Team,candidate_3,63,461,h2plusco/laminar_flame_speed,12,12,2.045645972113689,2.045645972113689
DeepSeek 普通 Team,candidate_3,63,461,ic4h10/laminar_flame_speed,4,4,2.5597057206952414,2.5597057206952414
DeepSeek 普通 Team,candidate_3,63,461,ic4h8/ignition_delay,28,17,,16.385908685367394
DeepSeek 普通 Team,candidate_3,63,461,ic4h8/laminar_flame_speed,18,18,1.0176688705040666,1.0176688705040666
DeepSeek 普通 Team,candidate_3,63,461,pc3h4/ignition_delay,26,26,1.5959195856865374,1.5959195856865374
GPT 专家 Solo,candidate_1,93,553,ac3h4/ignition_delay,20,20,2.4558646019756982,2.4558646019756982
GPT 专家 Solo,candidate_1,93,553,c2h2/ignition_delay,9,9,8.489474339815503,8.489474339815503
GPT 专家 Solo,candidate_1,93,553,c2h2/laminar_flame_speed,12,12,2.6652031687435485,2.6652031687435485
GPT 专家 Solo,candidate_1,93,553,c2h4/ignition_delay,38,38,1.6746637674720943,1.6746637674720943
GPT 专家 Solo,candidate_1,93,553,c2h4/laminar_flame_speed,33,33,1.8138126713277247,1.8138126713277247
GPT 专家 Solo,candidate_1,93,553,c2h6/ignition_delay,42,42,4.151265472588422,4.151265472588422
GPT 专家 Solo,candidate_1,93,553,c2h6/laminar_flame_speed,55,55,1.854614942503529,1.854614942503529
GPT 专家 Solo,candidate_1,93,553,c3h6/ignition_delay,25,25,3.06930014165401,3.06930014165401
GPT 专家 Solo,candidate_1,93,553,c3h6/laminar_flame_speed,28,28,2.5469429040621767,2.5469429040621767
GPT 专家 Solo,candidate_1,93,553,c3h8/ignition_delay,46,46,1.2565906430975295,1.2565906430975295
GPT 专家 Solo,candidate_1,93,553,c3h8/laminar_flame_speed,21,21,2.2565843800665317,2.2565843800665317
GPT 专家 Solo,candidate_1,93,553,c4h10/ignition_delay,4,4,2.2534405666306494,2.2534405666306494
GPT 专家 Solo,candidate_1,93,553,c4h10/laminar_flame_speed,9,9,0.8670422152781643,0.8670422152781643
GPT 专家 Solo,candidate_1,93,553,c4h6/ignition_delay,24,24,1.332742400776404,1.332742400776404
GPT 专家 Solo,candidate_1,93,553,c4h6/laminar_flame_speed,21,21,1.2238718976146066,1.2238718976146066
GPT 专家 Solo,candidate_1,93,553,c4h81/ignition_delay,15,15,3.093899146641388,3.093899146641388
GPT 专家 Solo,candidate_1,93,553,c4h81/laminar_flame_speed,9,9,1.7667552691593569,1.7667552691593569
GPT 专家 Solo,candidate_1,93,553,c4h82/laminar_flame_speed,7,7,5.113397444800696,5.113397444800696
GPT 专家 Solo,candidate_1,93,553,ch3cho/laminar_flame_speed,15,15,1.689019451858541,1.689019451858541
GPT 专家 Solo,candidate_1,93,553,ch3oh/ignition_delay,8,8,14.523835524483511,14.523835524483511
GPT 专家 Solo,candidate_1,93,553,ch3oh/laminar_flame_speed,12,12,3.912283376624302,3.912283376624302
GPT 专家 Solo,candidate_1,93,553,ch4/ignition_delay,35,35,3.4117105919667043,3.4117105919667043
GPT 专家 Solo,candidate_1,93,553,ch4/laminar_flame_speed,13,13,1.7619731422948255,1.7619731422948255
GPT 专家 Solo,candidate_1,93,553,h2/laminar_flame_speed,21,21,3.57142654252724,3.57142654252724
GPT 专家 Solo,candidate_1,93,553,h2plusco/laminar_flame_speed,12,12,2.0480780193345276,2.0480780193345276
GPT 专家 Solo,candidate_1,93,553,ic4h10/laminar_flame_speed,4,4,2.278832575829415,2.278832575829415
GPT 专家 Solo,candidate_1,93,553,ic4h8/ignition_delay,28,28,4.944858119557037,4.944858119557037
GPT 专家 Solo,candidate_1,93,553,ic4h8/laminar_flame_speed,18,18,2.4939680605929357,2.4939680605929357
GPT 专家 Solo,candidate_1,93,553,pc3h4/ignition_delay,26,26,1.6587199735990192,1.6587199735990192
GPT 专家 Solo,candidate_2,88,475,ac3h4/ignition_delay,20,20,2.418249683478952,2.418249683478952
GPT 专家 Solo,candidate_2,88,475,c2h2/ignition_delay,9,9,8.31153491508446,8.31153491508446
GPT 专家 Solo,candidate_2,88,475,c2h2/laminar_flame_speed,12,12,2.715572294665765,2.715572294665765
GPT 专家 Solo,candidate_2,88,475,c2h4/ignition_delay,38,38,1.7539624901186277,1.7539624901186277
GPT 专家 Solo,candidate_2,88,475,c2h4/laminar_flame_speed,33,33,1.6911579142085822,1.6911579142085822
GPT 专家 Solo,candidate_2,88,475,c2h6/ignition_delay,42,42,4.241178980819932,4.241178980819932
GPT 专家 Solo,candidate_2,88,475,c2h6/laminar_flame_speed,55,55,1.92402307829574,1.92402307829574
GPT 专家 Solo,candidate_2,88,475,c3h6/ignition_delay,25,25,3.062106805735865,3.062106805735865
GPT 专家 Solo,candidate_2,88,475,c3h6/laminar_flame_speed,28,28,2.481790432421331,2.481790432421331
GPT 专家 Solo,candidate_2,88,475,c3h8/ignition_delay,46,46,1.2543260930567235,1.2543260930567235
GPT 专家 Solo,candidate_2,88,475,c3h8/laminar_flame_speed,21,21,2.118222670089458,2.118222670089458
GPT 专家 Solo,candidate_2,88,475,c4h10/ignition_delay,4,4,2.2020163227167364,2.2020163227167364
GPT 专家 Solo,candidate_2,88,475,c4h10/laminar_flame_speed,9,9,0.9527990524395304,0.9527990524395304
GPT 专家 Solo,candidate_2,88,475,c4h6/ignition_delay,24,24,1.532596920346404,1.532596920346404
GPT 专家 Solo,candidate_2,88,475,c4h6/laminar_flame_speed,21,21,1.0132341171662345,1.0132341171662345
GPT 专家 Solo,candidate_2,88,475,c4h81/ignition_delay,15,15,3.2855559396935883,3.2855559396935883
GPT 专家 Solo,candidate_2,88,475,c4h81/laminar_flame_speed,9,9,1.6463541724895547,1.6463541724895547
GPT 专家 Solo,candidate_2,88,475,c4h82/laminar_flame_speed,7,7,5.572747792918707,5.572747792918707
GPT 专家 Solo,candidate_2,88,475,ch3cho/laminar_flame_speed,15,15,1.711164114411115,1.711164114411115
GPT 专家 Solo,candidate_2,88,475,ch3oh/ignition_delay,8,8,14.532738460362646,14.532738460362646
GPT 专家 Solo,candidate_2,88,475,ch3oh/laminar_flame_speed,12,12,4.084010519486962,4.084010519486962
GPT 专家 Solo,candidate_2,88,475,ch4/ignition_delay,35,35,3.4086692046637115,3.4086692046637115
GPT 专家 Solo,candidate_2,88,475,ch4/laminar_flame_speed,13,13,1.766212547674903,1.766212547674903
GPT 专家 Solo,candidate_2,88,475,h2/laminar_flame_speed,21,21,3.7577187866208845,3.7577187866208845
GPT 专家 Solo,candidate_2,88,475,h2plusco/laminar_flame_speed,12,12,2.0586073156856024,2.0586073156856024
GPT 专家 Solo,candidate_2,88,475,ic4h10/laminar_flame_speed,4,4,2.1864361496784412,2.1864361496784412
GPT 专家 Solo,candidate_2,88,475,ic4h8/ignition_delay,28,28,4.939336118926156,4.939336118926156
GPT 专家 Solo,candidate_2,88,475,ic4h8/laminar_flame_speed,18,18,2.4144568429090367,2.4144568429090367
GPT 专家 Solo,candidate_2,88,475,pc3h4/ignition_delay,26,26,1.5911806782174218,1.5911806782174218
GPT 专家 Solo,candidate_3,74,433,ac3h4/ignition_delay,20,20,2.3984038381288424,2.3984038381288424
GPT 专家 Solo,candidate_3,74,433,c2h2/ignition_delay,9,9,8.913660199586097,8.913660199586097
GPT 专家 Solo,candidate_3,74,433,c2h2/laminar_flame_speed,12,12,2.3525324984825158,2.3525324984825158
GPT 专家 Solo,candidate_3,74,433,c2h4/ignition_delay,38,38,1.7549483389550524,1.7549483389550524
GPT 专家 Solo,candidate_3,74,433,c2h4/laminar_flame_speed,33,33,1.6818918090190482,1.6818918090190482
GPT 专家 Solo,candidate_3,74,433,c2h6/ignition_delay,42,42,4.297018859517378,4.297018859517378
GPT 专家 Solo,candidate_3,74,433,c2h6/laminar_flame_speed,55,55,2.12501247609324,2.12501247609324
GPT 专家 Solo,candidate_3,74,433,c3h6/ignition_delay,25,25,3.2191347889040287,3.2191347889040287
GPT 专家 Solo,candidate_3,74,433,c3h6/laminar_flame_speed,28,28,2.760974206806606,2.760974206806606
